1024,0.2456027
1032,0.1464817
1040,0.1857295
1048,0.1679584
1056,0.2003949
1064,0.1434872
1072,0.184075
1080,0.1865187
1088,0.157464
1096,0.2485487
1104,0.1918129
1112,0.2044702
1120,0.2053569
1128,0.2079187
1136,0.2326872
1144,0.1859488
1152,0.2711977
1160,0.1944034
1168,0.1829323
1176,0.2716278
1184,0.2129395
1192,0.2340203
1200,0.2343702
1208,0.2009664
1216,0.2448036
1224,0.3203597
1232,0.3396304
1240,0.2568016
1248,0.3789636
1256,0.5823738
1264,0.3480556
1272,0.4181435
1280,0.3028349
1288,0.3490636
1296,0.5955212
1304,0.3046384
1312,0.3560873
1320,0.4394731
1328,0.3014909
1336,0.4025241
1344,0.3621154
1352,0.491948
1360,0.4633279
1368,0.2621368
1376,0.3775642
1384,0.4217372
1392,0.3231504
1400,0.3385777
1408,0.290765
1416,0.5923139
1424,0.4202685
1432,0.4564652
1440,0.337489
1448,0.3186653
1456,0.3610186
1464,0.5994369
1472,0.3848753
1480,0.3623459
1488,0.4303826
1496,0.5370254
1504,0.42798
1512,0.305299
1520,0.8547503
1528,0.5374337
1536,0.4231179
1544,0.4700803
1552,0.8105646
1560,0.4262141
1568,0.4168506
1576,0.3782881
1584,0.4116854
1592,0.5210972
1600,0.4576061
1608,0.5652024
1616,0.4279472
1624,0.6069185
1632,0.5109119
1640,0.4291102
1648,0.5678752
1656,0.4750635
1664,0.3765392
1672,0.5471978
1680,0.6053926
1688,0.8048999
1696,0.6288071
1704,0.8191006
1712,0.9280962
1720,0.7158714
1728,0.5166505
1736,0.5981509
1744,0.7322831
1752,0.7224093
1760,0.6214104
1768,0.8196074
1776,0.7904498
1784,0.7311634
1792,0.3866668
1800,0.7203091
1808,0.6628569
1816,0.5997682
1824,0.7064543
1832,0.8832506
1840,0.9370521
1848,0.7614671
1856,0.5982099
1864,0.7503292
1872,0.9210117
1880,0.8894851
1888,0.7892193
1896,0.7926394
1904,1.1707043
1912,0.6998031
1920,0.698977
1928,1.0142361
1936,0.9648185
1944,0.9766294
1952,1.0507317
1960,1.1084765
1968,0.9498072
1976,0.5788433
1984,0.6197129
1992,0.554918
2000,1.0367571
2008,0.9772217
2016,0.8358602
2024,0.8398347
2032,0.463466
2040,0.6192974
2048,0.7981795
